transaction_id,date_time,user_id,account_num,type,status,merchant,description,amount,tax_amount,category,category_code,device_used,previous_balance,new_balance
a31f5d8a-2d74-4c8d-a73f-87d9096fb3d3,2022-07-04 13:58:30,8617,1338-3908-6698-1785,Credit Card,Cleared,Newegg,Electronics purchase at Newegg,476.57,47.66,Electronics,102,Desktop,1000,475.7700000000001
724c31ef-98e2-4a22-8dda-21cdbd154990,2023-09-09 13:58:30,8013,5200-4270-7467-3351,Credit Card,Cleared,Starbucks,Entertainment purchase at Starbucks,491.15,49.12,Entertainment,105,Desktop,1000,459.73
8700e3f9-0d63-48cd-956d-b44b71f84644,2022-06-06 13:58:30,3930,7717-7553-6744-6737,Credit Card,Cleared,Netflix,Groceries purchase at Netflix,91.92,9.19,Groceries,101,Desktop,1000,898.89
833daad1-5acd-4863-a7b1-2e72f04f0ce8,2022-02-24 13:58:30,4069,9741-5653-8991-3688,Credit Card,Cleared,Spotify,Groceries purchase at Spotify,326.41,32.64,Groceries,101,Mobile,1000,640.9499999999999
38fd7ae7-7019-4183-9eb6-97d4746812dc,2022-12-02 13:58:30,5691,6640-7733-8729-9176,Credit Card,Cleared,AMC,Groceries purchase at AMC,239.74,23.97,Groceries,101,Desktop,1000,736.29
0cef74ca-085c-406d-b432-cb7cb09f4850,2023-11-14 13:58:30,3024,8855-2195-4487-4142,Credit Card,Cleared,Best Buy,Groceries purchase at Best Buy,332.09,33.21,Groceries,101,In-Store Terminal,1000,634.7
5b0f7e93-5614-4783-ba53-e805f238f8ff,2023-07-12 13:58:30,4017,8004-7147-8855-4271,Credit Card,Cleared,Apple Store,Utilities purchase at Apple Store,233.58,23.36,Utilities,104,Mobile,1000,743.06
95195f42-5be0-4fa6-bd6d-8172d3a662ea,2023-01-09 13:58:30,3005,8955-3343-3207-6896,Credit Card,Cleared,Walmart,Entertainment purchase at Walmart,255.75,25.58,Entertainment,105,Desktop,1000,718.67
860a7601-4d94-424a-b2df-4138c8124b16,2022-07-12 13:58:30,8726,7103-2208-0154-7451,Credit Card,Cleared,Trader Joe's,Groceries purchase at Trader Joe's,108.6,10.86,Groceries,101,Mobile,1000,880.54
f526f7c0-d98c-449a-ab46-cd3efa80b61b,2022-09-11 13:58:30,4053,0444-8446-6773-7858,Credit Card,Cleared,Newegg,Dining purchase at Newegg,311.5,31.15,Dining,103,Mobile,1000,657.35
1f08254b-ae56-40f3-99c3-0a28a31e675f,2022-01-23 13:58:30,6013,6097-2915-9987-6525,Credit Card,Cleared,Starbucks,Dining purchase at Starbucks,102.61,10.26,Dining,103,In-Store Terminal,1000,887.13
bec9e14e-8c1b-485c-8e90-e574b467ae2b,2022-04-29 13:58:30,4685,3636-7749-6632-8647,Credit Card,Cleared,Netflix,Dining purchase at Netflix,150.45,15.04,Dining,103,In-Store Terminal,1000,834.51
a1259ffe-5c59-4a7b-bb20-f83e326d7b86,2022-02-04 13:58:30,4296,6668-7418-3156-5134,Credit Card,Cleared,Starbucks,Utilities purchase at Starbucks,41.32,4.13,Utilities,104,Desktop,1000,954.55
acbf782e-6c65-4b64-8317-4492e8b78d4b,2022-03-31 13:58:30,8752,0566-3764-3640-1035,Credit Card,Cleared,Newegg,Groceries purchase at Newegg,27.56,2.76,Groceries,101,Mobile,1000,969.6800000000001
0c0392ad-9de3-4bc7-9de2-eef2c31e4081,2022-11-25 13:58:30,9946,4795-8076-6207-7280,Credit Card,Cleared,InternetCo,Electronics purchase at InternetCo,356.57,35.66,Electronics,102,Desktop,1000,607.7700000000001
66fc82f2-5ffd-4114-8092-cb06c40d45b6,2023-01-19 13:58:30,8016,3554-0719-9494-4610,Credit Card,Cleared,InternetCo,Electronics purchase at InternetCo,58.94,5.89,Electronics,102,Mobile,1000,935.17
515fd87e-1749-401c-8c1c-aeeb62aa957f,2022-08-02 13:58:30,4221,8792-5651-2265-9223,Credit Card,Cleared,Netflix,Dining purchase at Netflix,258.07,25.81,Dining,103,Desktop,1000,716.1200000000001
1b9d5564-e5a8-4e0a-801b-64cecacbbe42,2023-06-28 13:58:30,7090,3017-3895-1228-1028,Credit Card,Cleared,Walmart,Dining purchase at Walmart,137.32,13.73,Dining,103,Mobile,1000,848.95
ac8fe71a-163b-4777-9421-f022cb7fa2ca,2022-07-06 13:58:30,2202,8387-5637-1881-6346,Credit Card,Cleared,Walmart,Entertainment purchase at Walmart,114.46,11.45,Entertainment,105,Mobile,1000,874.0899999999999
a29046f5-127d-4d9e-b742-8cd0fec9be42,2023-12-15 13:58:30,1766,5257-4681-1618-8044,Credit Card,Cleared,Apple Store,Dining purchase at Apple Store,476.86,47.69,Dining,103,In-Store Terminal,1000,475.45
9dc2271d-bbda-4e52-a4a7-196055f83a02,2022-06-10 13:58:30,1928,3501-0278-7637-4608,Credit Card,Cleared,Chipotle,Entertainment purchase at Chipotle,99.64,9.96,Entertainment,105,Mobile,1000,890.4
48593546-d3b0-431b-b872-ce1cd5814ed0,2022-03-02 13:58:30,4244,8139-4931-7349-1259,Credit Card,Cleared,Trader Joe's,Dining purchase at Trader Joe's,189.9,18.99,Dining,103,Mobile,1000,791.11
2c924452-2222-415e-bd9a-d7fb29970389,2023-12-01 13:58:30,6365,3180-8280-6121-5327,Credit Card,Cleared,Apple Store,Dining purchase at Apple Store,412.86,41.29,Dining,103,Mobile,1000,545.85
92076e1f-fd24-47e4-b5cf-4e6d840dd3f3,2023-07-29 13:58:30,6472,7048-6059-2691-6613,Credit Card,Cleared,Spotify,Dining purchase at Spotify,448.6,44.86,Dining,103,Mobile,1000,506.53999999999996
d8873042-c903-4c17-9fa7-7f18c098e815,2023-02-07 13:58:30,6542,4436-2311-8472-1907,Credit Card,Cleared,InternetCo,Groceries purchase at InternetCo,345.19,34.52,Groceries,101,Mobile,1000,620.29
6de2994f-5456-4a64-8ef1-a9f7d56a319f,2022-12-18 13:58:30,8991,0798-3776-9600-9324,Credit Card,Cleared,Newegg,Electronics purchase at Newegg,74.36,7.44,Electronics,102,Desktop,1000,918.1999999999999
463bfa9f-3160-451b-b4cb-3816dab951eb,2022-04-06 13:58:30,6035,9491-9466-1627-1297,Credit Card,Cleared,Whole Foods,Dining purchase at Whole Foods,53.17,5.32,Dining,103,In-Store Terminal,1000,941.51
978b8bc8-e974-469f-848f-6f325a8436e2,2022-01-10 13:58:30,7392,5764-7513-2171-0346,Credit Card,Cleared,InternetCo,Utilities purchase at InternetCo,45.16,4.52,Utilities,104,Mobile,1000,950.32
4f0a04ca-a423-41d8-8946-da93962dc86b,2023-11-25 13:58:30,1376,9054-6698-8774-5338,Credit Card,Cleared,Chipotle,Utilities purchase at Chipotle,403.81,40.38,Utilities,104,Mobile,1000,555.8100000000001
7f4f2205-fbb6-4655-b350-ab2c0ae7b72b,2022-05-29 13:58:30,8212,1567-2963-9533-4431,Credit Card,Cleared,Newegg,Groceries purchase at Newegg,185.73,18.57,Groceries,101,Mobile,1000,795.6999999999999
a3300ffc-fd52-49da-8a6d-abb04bdd33ad,2023-01-06 13:58:30,4997,2631-3845-5782-9216,Credit Card,Cleared,Chipotle,Dining purchase at Chipotle,326.53,32.65,Dining,103,Desktop,1000,640.82
83babe37-13f2-41c7-bd2e-930579e88736,2023-01-06 13:58:30,8223,4160-1311-8972-1498,Credit Card,Cleared,Netflix,Groceries purchase at Netflix,353.26,35.33,Groceries,101,Desktop,1000,611.41
a4347f43-203f-4257-830c-67ccd9ec30ca,2023-07-13 13:58:30,7680,8464-6481-4654-8101,Credit Card,Cleared,McDonald's,Dining purchase at McDonald's,339.61,33.96,Dining,103,Mobile,1000,626.43
096f805f-e28f-4ac8-b454-d3428b3a3f79,2022-08-07 13:58:30,7162,2645-8038-8966-5548,Credit Card,Cleared,McDonald's,Electronics purchase at McDonald's,422.86,42.29,Electronics,102,Mobile,1000,534.85
499ebc08-a564-443a-9292-4e53740e46af,2022-02-10 13:58:30,6710,3489-4622-7516-7695,Credit Card,Cleared,Chipotle,Dining purchase at Chipotle,134.58,13.46,Dining,103,Desktop,1000,851.9599999999999
d68d376a-efe5-4480-abad-508ead0544cc,2022-01-05 13:58:30,9151,1094-8251-5688-4024,Credit Card,Cleared,AMC,Electronics purchase at AMC,453.51,45.35,Electronics,102,Desktop,1000,501.14
02c8131f-4b54-4492-8e7f-cc86e1c2a863,2022-06-08 13:58:30,6092,1046-4780-2285-0666,Credit Card,Cleared,Whole Foods,Electronics purchase at Whole Foods,166.8,16.68,Electronics,102,Desktop,1000,816.5200000000001
0f64b742-9804-4c49-bc33-679f0d228264,2023-05-03 13:58:30,1957,7163-2538-6888-5275,Credit Card,Cleared,Whole Foods,Electronics purchase at Whole Foods,89.36,8.94,Electronics,102,Mobile,1000,901.6999999999999
d114cca8-1887-455f-87b0-8c38bf10abfe,2023-03-04 13:58:30,9322,6236-9485-3283-2793,Credit Card,Cleared,AMC,Entertainment purchase at AMC,271.08,27.11,Entertainment,105,Desktop,1000,701.8100000000001
e6b50564-17a3-4fff-bd4e-7b0aa0e29d3b,2022-09-16 13:58:30,5053,7459-6963-1980-1112,Credit Card,Cleared,City Water,Electronics purchase at City Water,442.16,44.22,Electronics,102,Desktop,1000,513.6199999999999
6cdae301-bfc0-4be6-953d-baff8f200a84,2022-02-01 13:58:30,1520,7475-9509-0927-6373,Credit Card,Cleared,InternetCo,Utilities purchase at InternetCo,36.82,3.68,Utilities,104,In-Store Terminal,1000,959.5
dcf37474-a98d-4c86-9595-e4cbb1298a33,2022-11-30 13:58:30,1970,0813-0650-9915-1904,Credit Card,Cleared,InternetCo,Utilities purchase at InternetCo,275.11,27.51,Utilities,104,Desktop,1000,697.38
3a7621c4-b5ea-40aa-a361-142584f3725f,2023-08-19 13:58:30,6759,8094-2209-6634-3012,Credit Card,Cleared,Apple Store,Electronics purchase at Apple Store,135.93,13.59,Electronics,102,Mobile,1000,850.4799999999999
d7bda38a-5cb0-4dbf-b9e3-1b93e8fc51b6,2023-03-31 13:58:30,3913,6164-2565-4495-4578,Credit Card,Cleared,Trader Joe's,Groceries purchase at Trader Joe's,144.63,14.46,Groceries,101,Desktop,1000,840.91
dd34bd60-f691-4bb1-8ebe-3c7ad8d6f552,2023-12-10 13:58:30,2253,8033-2986-4301-4048,Credit Card,Cleared,Best Buy,Utilities purchase at Best Buy,415.84,41.58,Utilities,104,Mobile,1000,542.58
1d98dd51-49bf-49d6-868f-2d11e0a8d935,2022-01-02 13:58:30,7941,5490-2002-0481-9185,Credit Card,Cleared,Netflix,Electronics purchase at Netflix,184.03,18.4,Electronics,102,Mobile,1000,797.57
c2e39cd8-3563-4702-8bc0-41aacb52de3d,2023-03-11 13:58:30,5691,2164-9998-8982-5351,Credit Card,Cleared,Netflix,Entertainment purchase at Netflix,432.44,43.24,Entertainment,105,In-Store Terminal,736.29,260.60999999999996
4e61e560-ce03-406e-9ca3-7d1df7b46615,2023-01-24 13:58:30,6497,7012-0329-3311-4670,Credit Card,Cleared,Trader Joe's,Dining purchase at Trader Joe's,395.42,39.54,Dining,103,In-Store Terminal,1000,565.04
b815f49a-9c43-46a2-a8d8-732ca6b90ce3,2023-02-23 13:58:30,3064,3437-6532-8783-8117,Credit Card,Cleared,City Water,Electronics purchase at City Water,482.44,48.24,Electronics,102,Mobile,1000,469.31999999999994
d820a5b7-3db9-4874-ba89-7272d7b5d61e,2022-12-17 13:58:30,8841,6677-8602-0700-7327,Credit Card,Cleared,Trader Joe's,Dining purchase at Trader Joe's,103.74,10.37,Dining,103,In-Store Terminal,1000,885.89
057521ee-516d-4ed4-a142-f14ad50a3c99,2022-01-09 13:58:30,8156,2167-4162-0208-0947,Credit Card,Cleared,Chipotle,Entertainment purchase at Chipotle,125.69,12.57,Entertainment,105,Mobile,1000,861.7399999999999
efe60dd8-ecc6-4555-944d-9acd9e56d726,2023-09-12 13:58:30,5779,3191-9157-9450-6067,Credit Card,Cleared,Energy Power,Utilities purchase at Energy Power,393.72,39.37,Utilities,104,In-Store Terminal,1000,566.91
4659923a-1f3c-48f5-acb5-e2c992526a71,2023-12-02 13:58:30,1366,8711-1670-0218-0920,Credit Card,Cleared,Energy Power,Utilities purchase at Energy Power,50.28,5.03,Utilities,104,In-Store Terminal,1000,944.69
83bee808-42c7-4acd-a3fe-31b0b1af245c,2022-04-18 13:58:30,9380,6797-4991-5277-5300,Credit Card,Cleared,Apple Store,Entertainment purchase at Apple Store,148.79,14.88,Entertainment,105,Desktop,1000,836.33
fcbcc407-6b6c-434f-99a4-f06aa409bdcf,2022-04-23 13:58:30,1976,0708-2390-7913-0478,Credit Card,Cleared,Spotify,Utilities purchase at Spotify,93.18,9.32,Utilities,104,In-Store Terminal,1000,897.4999999999999
f96f04e1-1b51-47f3-b28c-f6fed61f5c16,2023-04-19 13:58:30,3618,7511-5260-2072-1271,Credit Card,Cleared,McDonald's,Dining purchase at McDonald's,219.61,21.96,Dining,103,Mobile,1000,758.43
a45fc002-2ef4-4d68-8cc1-14dbe20f9354,2023-12-13 13:58:30,5955,3193-2144-5853-1441,Credit Card,Cleared,Trader Joe's,Utilities purchase at Trader Joe's,376.96,37.7,Utilities,104,Desktop,1000,585.3399999999999
7f1d8e36-56ef-4a39-9259-c592cb4377c5,2022-09-21 13:58:30,4077,8780-8400-4558-2119,Credit Card,Cleared,Chipotle,Entertainment purchase at Chipotle,79.61,7.96,Entertainment,105,Desktop,1000,912.43
9f2da2c1-5d45-4e0e-ab9c-0e65b83a2561,2022-09-01 13:58:30,1906,8815-7746-8898-1460,Credit Card,Cleared,Whole Foods,Entertainment purchase at Whole Foods,258.57,25.86,Entertainment,105,Desktop,1000,715.57
e112f626-d437-4bda-b10b-def799fb3ae7,2023-10-13 13:58:30,8716,0324-4810-4729-6440,Credit Card,Cleared,Trader Joe's,Utilities purchase at Trader Joe's,221.13,22.11,Utilities,104,In-Store Terminal,1000,756.76
d2e0bf90-4d32-4258-91e5-c4e4eec7e9bc,2022-02-26 13:58:30,5604,4751-9855-9900-4203,Credit Card,Cleared,Best Buy,Entertainment purchase at Best Buy,187.64,18.76,Entertainment,105,Mobile,1000,793.6
0a8a1388-99a5-4707-bba0-234032b1c389,2023-08-21 13:58:30,3502,4970-0290-8666-9608,Credit Card,Cleared,Newegg,Dining purchase at Newegg,394.28,39.43,Dining,103,Mobile,1000,566.2900000000001
a3de4d5e-77cd-467a-ae44-075a80c8ff57,2023-08-17 13:58:30,1949,0838-7425-6700-7019,Credit Card,Cleared,Energy Power,Groceries purchase at Energy Power,131.66,13.17,Groceries,101,In-Store Terminal,1000,855.1700000000001
f855b82f-9fcd-48b7-8d0f-92d10fc8614d,2023-11-15 13:58:30,1882,7140-7848-5902-3881,Credit Card,Cleared,AMC,Dining purchase at AMC,154.6,15.46,Dining,103,Mobile,1000,829.9399999999999
57edcd3a-fbb8-4f78-99bc-16a7c91b3a4a,2022-05-09 13:58:30,2472,9095-3601-5087-4413,Credit Card,Cleared,McDonald's,Dining purchase at McDonald's,48.04,4.8,Dining,103,In-Store Terminal,1000,947.1600000000001
6615f973-8077-48e8-817a-f25d53fc7e23,2022-09-03 13:58:30,7963,2764-6411-5232-3757,Credit Card,Cleared,Apple Store,Utilities purchase at Apple Store,290.98,29.1,Utilities,104,Desktop,1000,679.92
47407931-3039-464c-aa3d-68a7eceb5142,2022-02-07 13:58:30,2320,2611-5317-3479-1793,Credit Card,Cleared,City Water,Dining purchase at City Water,307.63,30.76,Dining,103,In-Store Terminal,1000,661.61
1a60f2f0-66a0-4ecf-99d9-23e5f3df95a2,2022-10-03 13:58:30,6628,9162-1819-6170-5194,Credit Card,Cleared,Chipotle,Utilities purchase at Chipotle,176.21,17.62,Utilities,104,In-Store Terminal,1000,806.17
2b371210-cfdc-4611-a50e-2f5f15a333af,2023-09-02 13:58:30,3152,3953-9068-7239-1111,Credit Card,Cleared,Walmart,Utilities purchase at Walmart,376.07,37.61,Utilities,104,In-Store Terminal,1000,586.32
025c6aef-2d78-4799-9df4-df8f92e75483,2023-06-15 13:58:30,7436,0250-9054-9093-3655,Credit Card,Cleared,Apple Store,Entertainment purchase at Apple Store,463.54,46.35,Entertainment,105,In-Store Terminal,1000,490.11
c7594418-27bb-40f2-b368-a3122b7cdddc,2022-01-25 13:58:30,4832,9588-3891-3137-3608,Credit Card,Cleared,Netflix,Entertainment purchase at Netflix,287.11,28.71,Entertainment,105,Mobile,1000,684.18
122d8761-4933-48d5-b4c1-0da8ff0b16e8,2023-12-25 13:58:30,8439,8241-3100-4375-4618,Credit Card,Cleared,Apple Store,Electronics purchase at Apple Store,243.5,24.35,Electronics,102,Desktop,1000,732.15
f1f8612d-62b9-4c84-a393-1def7c6cde3b,2023-12-10 13:58:30,7830,2019-6883-6440-0104,Credit Card,Cleared,McDonald's,Dining purchase at McDonald's,278.43,27.84,Dining,103,Desktop,1000,693.7299999999999
ed8cd2e5-b96d-46d5-8791-8108c42be386,2022-11-04 13:58:30,4591,3295-7166-6426-7707,Credit Card,Cleared,InternetCo,Electronics purchase at InternetCo,174.66,17.47,Electronics,102,In-Store Terminal,1000,807.87
001a0b70-fa2c-4650-8825-4f2c8f3da804,2022-10-26 13:58:30,1061,0691-5536-6384-9197,Credit Card,Cleared,McDonald's,Dining purchase at McDonald's,451.17,45.12,Dining,103,Mobile,1000,503.7099999999999
856ad6c3-0ade-4225-bf18-4bccaab2ce5a,2023-02-28 13:58:30,6649,2416-2511-3638-8650,Credit Card,Cleared,McDonald's,Dining purchase at McDonald's,263.27,26.33,Dining,103,Mobile,1000,710.4
bc4e6d34-479d-419c-ae74-acadcfe6298e,2023-08-08 13:58:30,9511,7919-8445-5189-9025,Credit Card,Cleared,Energy Power,Entertainment purchase at Energy Power,281.99,28.2,Entertainment,105,In-Store Terminal,1000,689.81
989b766d-0d8d-4107-b633-0a250ecde3cd,2022-01-21 13:58:30,2446,4929-4160-4541-8905,Credit Card,Cleared,Whole Foods,Groceries purchase at Whole Foods,346.8,34.68,Groceries,101,Mobile,1000,618.5200000000001
cf16a7a4-e02e-48c2-9e5f-6b9b3ed2e9e1,2023-02-19 13:58:30,8576,6033-1224-0376-1910,Credit Card,Cleared,Whole Foods,Dining purchase at Whole Foods,243.37,24.34,Dining,103,Desktop,1000,732.29
c2bf6912-e0bb-40c2-937e-39c6352be3de,2023-08-14 13:58:30,2871,7841-6824-1442-2381,Credit Card,Cleared,Spotify,Electronics purchase at Spotify,90.0,9.0,Electronics,102,Desktop,1000,901.0
9a7117b4-d0a8-47fe-997d-34e4b4bf6ee7,2023-02-08 13:58:30,6273,3750-5512-7465-1057,Credit Card,Cleared,Chipotle,Electronics purchase at Chipotle,485.84,48.58,Electronics,102,Mobile,1000,465.5800000000001
e6f36e6c-3f30-460a-8b17-7047b38e4ee6,2023-02-13 13:58:30,9288,3537-4653-1727-8871,Credit Card,Cleared,AMC,Utilities purchase at AMC,142.7,14.27,Utilities,104,Desktop,1000,843.03
6bbc3926-a547-4825-8b2b-e1668d193550,2023-04-30 13:58:30,7462,8127-1112-9477-3373,Credit Card,Cleared,Energy Power,Electronics purchase at Energy Power,144.47,14.45,Electronics,102,Mobile,1000,841.0799999999999
bc6b4219-4113-4615-b144-b59bd491a3f2,2023-09-25 13:58:30,4623,4792-7819-5976-6015,Credit Card,Cleared,Newegg,Dining purchase at Newegg,377.07,37.71,Dining,103,Desktop,1000,585.22
55373d60-a363-4c84-ad8e-5cd599c9a27e,2022-06-12 13:58:30,2829,8147-3681-8220-3868,Credit Card,Cleared,Whole Foods,Dining purchase at Whole Foods,379.27,37.93,Dining,103,Desktop,1000,582.8000000000001
8c879b3a-ea08-4c10-b175-b8023c7a6cbd,2022-04-09 13:58:30,4369,4613-1457-8023-7015,Credit Card,Cleared,Spotify,Utilities purchase at Spotify,455.39,45.54,Utilities,104,In-Store Terminal,1000,499.07
2b2a6c9b-41a0-4e17-baa2-a126fd5f6c7b,2023-08-19 13:58:30,7447,2165-0987-2246-2053,Credit Card,Cleared,Best Buy,Dining purchase at Best Buy,132.49,13.25,Dining,103,In-Store Terminal,1000,854.26
f909308a-2784-4952-a582-bbe1c7d41f17,2023-06-20 13:58:30,3325,9693-1529-9386-7793,Credit Card,Cleared,Whole Foods,Groceries purchase at Whole Foods,260.22,26.02,Groceries,101,Mobile,1000,713.76
a0d15f76-f84c-4839-9ecb-b152dbfc93f2,2023-03-20 13:58:30,8066,5328-0674-7051-8452,Credit Card,Cleared,Newegg,Electronics purchase at Newegg,134.88,13.49,Electronics,102,In-Store Terminal,1000,851.63
8a676787-7504-4b5f-a02a-7be4fe59de97,2023-06-07 13:58:30,1443,7162-3589-3455-0530,Credit Card,Cleared,Netflix,Electronics purchase at Netflix,15.97,1.6,Electronics,102,In-Store Terminal,1000,982.43
da887a9a-36a4-43e2-a305-8b43cc106a90,2022-12-08 13:58:30,7763,5148-2528-6483-0023,Credit Card,Cleared,Apple Store,Entertainment purchase at Apple Store,282.71,28.27,Entertainment,105,Mobile,1000,689.02
b706eb3c-8b2f-480f-ac18-10aae006823e,2023-11-06 13:58:30,4211,9124-6162-7022-7195,Credit Card,Cleared,Walmart,Electronics purchase at Walmart,321.24,32.12,Electronics,102,Desktop,1000,646.64
67144b7f-4afe-4d3a-bdff-b1aa83a3e374,2023-02-23 13:58:30,5711,0434-7960-8544-1121,Credit Card,Cleared,Spotify,Dining purchase at Spotify,158.72,15.87,Dining,103,Desktop,1000,825.41
bcb8465e-d5e3-49f0-90d4-5a55e3ad509a,2023-04-26 13:58:30,6682,3212-0867-3192-7520,Credit Card,Cleared,Netflix,Dining purchase at Netflix,445.71,44.57,Dining,103,Desktop,1000,509.71999999999997
a5340f04-1a9f-43f0-b5ec-023053f9fe49,2022-01-17 13:58:30,8899,4620-5624-1030-3578,Credit Card,Cleared,Netflix,Utilities purchase at Netflix,403.89,40.39,Utilities,104,Mobile,1000,555.72
df3b60c0-22a7-477f-92e1-192b346c6d64,2022-07-08 13:58:30,4234,8351-3899-4856-6659,Credit Card,Cleared,Apple Store,Entertainment purchase at Apple Store,413.36,41.34,Entertainment,105,Mobile,1000,545.3
a77d8ed3-836e-45f2-9874-7d7317e7bda4,2023-12-15 13:58:30,2666,5207-0373-9298-2520,Credit Card,Cleared,McDonald's,Entertainment purchase at McDonald's,257.55,25.76,Entertainment,105,In-Store Terminal,1000,716.69
85893695-a52b-49e4-97b4-da0ad2914bcd,2022-04-15 13:58:30,3172,6928-2983-7617-7439,Credit Card,Cleared,Best Buy,Entertainment purchase at Best Buy,179.02,17.9,Entertainment,105,In-Store Terminal,1000,803.08
52d621ea-a899-45b6-a4ac-67e9ea6f6c18,2022-09-20 13:58:30,7240,8598-2856-3753-3093,Credit Card,Cleared,Newegg,Utilities purchase at Newegg,196.92,19.69,Utilities,104,In-Store Terminal,1000,783.39
0f2ead66-a143-4412-b8ee-625b7af5cdeb,2022-07-21 13:58:30,7931,1083-0991-4409-5428,Credit Card,Cleared,Walmart,Utilities purchase at Walmart,182.35,18.23,Utilities,104,Desktop,1000,799.42
cc233b60-ac9b-4c4a-ac83-c39dd3faedf0,2022-10-01 13:58:30,4472,3463-2290-3184-4939,Credit Card,Cleared,Whole Foods,Groceries purchase at Whole Foods,266.52,26.65,Groceries,101,Desktop,1000,706.83
5eb60bf1-6b29-45f7-af46-a62225679ae7,2023-01-06 13:58:30,5449,5309-3885-1363-8029,Credit Card,Cleared,Chipotle,Groceries purchase at Chipotle,432.27,43.23,Groceries,101,In-Store Terminal,1000,524.5
208782a6-3f14-4172-8eb5-fa907856be8b,2023-05-05 13:58:30,4401,3826-4628-1941-9439,Credit Card,Cleared,City Water,Electronics purchase at City Water,166.43,16.64,Electronics,102,Mobile,1000,816.93
f335df44-524f-49d2-aea4-d1eb4fd6fe34,2023-10-04 13:58:30,1102,4033-4914-1782-8796,Credit Card,Cleared,Apple Store,Dining purchase at Apple Store,181.05,18.11,Dining,103,In-Store Terminal,1000,800.84
85202e85-b7f4-44dd-ab91-dd17b55990a1,2023-10-01 13:58:30,8500,6223-4139-8235-4734,Credit Card,Cleared,Energy Power,Entertainment purchase at Energy Power,43.62,4.36,Entertainment,105,Desktop,1000,952.02
898313fb-10d0-47a0-8577-a987c433f6f4,2022-02-14 13:58:30,8712,4999-9430-4820-0812,Credit Card,Cleared,Best Buy,Groceries purchase at Best Buy,336.58,33.66,Groceries,101,Mobile,1000,629.7600000000001
5890d0be-e65d-419c-a095-317c5aa214e3,2023-12-20 13:58:30,1330,3856-2414-9511-8123,Credit Card,Cleared,Chipotle,Groceries purchase at Chipotle,53.95,5.4,Groceries,101,Desktop,1000,940.65
b01e46c6-7191-4720-bb94-4301bef8bbf1,2023-03-02 13:58:30,6523,8830-6549-3866-3112,Credit Card,Cleared,AMC,Electronics purchase at AMC,460.37,46.04,Electronics,102,In-Store Terminal,1000,493.59
262bf7b2-6224-4345-b788-6074e413b911,2023-03-03 13:58:30,4669,0279-5225-7697-5557,Credit Card,Cleared,Energy Power,Groceries purchase at Energy Power,355.24,35.52,Groceries,101,In-Store Terminal,1000,609.24
d7deb036-ffa1-4e98-8b0b-a2dcb2a75984,2022-01-18 13:58:30,6219,8585-8681-7773-2647,Credit Card,Cleared,Starbucks,Electronics purchase at Starbucks,325.52,32.55,Electronics,102,In-Store Terminal,1000,641.9300000000001
